rank,comment,_product,title,link
,"Ghét nhất cái chữ ""số lượng hạn chế"" của Apple.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Đọc mà không hiểu, họ bảo là số lượng hạn chế.. Là có nghĩa không phải máy nào của Apple cũng bị hỏng. Hiểu chưa?",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Thì hạn chế mấy triệu máy thôi , có thể là mấy chục triệu máy vì từ 2015 mà",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Cấm thì cấm với mọi hình thức, không phân biệt tắt hay mở máy, sạt hay không sạt... để khỏi cù nhây cù nhằng ... cải bướng... như Samsung Note 7 có phải hơn không nước ngoài người ta dứt khoát ra điều lệ là không còn cù nhây gì được . Điệu đàn, dỏm dáng không đúng cách.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Ko đc đâu bạn, ifan họ hung hãn lắm, làm vậy tác dụng ngược đóHọ ko dễ dãi nhưng dùng andrroi, gió thổi chiều nào ấy.Cái nào hơn là họ mua,ko hung hãn và bảo thủ.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Cấm tuyệt đối nhưng lỡ hành khách mang lên thì xử lý như trên, nó giống như trên máy bay cấm hút thuốc nhưng vẫn có gạt tàn, nếu lỡ châm thuốc thì có nơi để dụi.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Hên là khong xài Mac cung như đi máy bay,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Cuộc đời bạn phí quá,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Không xài Mac thì không sao nhưng không đi máy bay thì có hẹp quá không?,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Đội nào đang dev cho iOS hay phải bay đi bay lại đang đứng hình luôn,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Chắc tháo pin ra chịu khó dùng adapter chắc mang lên đc ,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Đọc tin giật mình nhưng may quá máy mình mua 2012. Máy cũ cũng có lợi,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Mình cũng giống bạn. ,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,MacBook Pro 15 second hand sẽ khá sôi động tại Vietnam,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,May quá mình đang dùng Mac Air.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"May macbook mình đời 2018, nhưng thế sẽ ảnh hưởng rất nhiều người",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Trên MAC họ có ghi đời máy đâu.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"2019 thu đời 2015, 2022 sẽ thu đời 2018 nhé",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Triệu hồn chú samurai. Note 7 lỗi pin chú mạnh mồm lắm, nổ banh trời luôn. Giờ cái macbook y như vậy chú vào biện minh đi, hay lại bảo đó là tính năng mới của apple, hay lại là apple định nghĩa lại pin cháy nổ",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Các bạn có thấy một điều được lặp đi lặp lại đúng như những gì các icuồng chê bai về an toàn ,công nghệ,mẫu mã sản phẩm vv... Thì sau đó ko lâu nó lại có đúng trên sản phẩm của Apple ""đại đế"" haha",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Vâng, các Ifan sẽ bơi vào hang hết!",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Anh Samuraitam đâu. Vào đây ôm Mac về nhà nè!,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Mình còn xài đỗ cổ 2012 nên không bị vô diện này. ,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Vấn đề là đội soi chiếu mặt đất và tiếp viên có đủ kỹ năng để phân biệt các dòng Mac Pro 15 bị cấm và dòng không bị cấm hay không. Đơn cử Mac Pro 15 2017 và 2018 khá giống nhau. Nếu không thì quy trình kiểm tra va xác định như thế nào?,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"fan của apple lúc nào cũng tự xưng có tiền, chê người khác ko có tiền mua hàng apple mà, nhiều tiền vậy thì mua luôn máy bay tự đi rồi muốn làm gì làm, ngán gì ai.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,hãng bay sao phát hiện được macbook đời nào mà cấm nhỉ?,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Vậy sau khi đã sửa rồi thì sao?,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Tớ chỉ đợi samuratium vào phân tích công nghệ,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,Ai bán 3 củ mình mua.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Cục Hàng không cấm mang máy tính MacBook Pro 15 lên máy bay </h1>",https://vnexpress.net/so-hoa/cuc-hang-khong-cam-mang-may-tinh-macbook-pro-15-len-may-bay-3970887.html
,"Mình đang xài 1 cái 8plus, một cái Huawei P30 pro và một cái note 9 bản 128gb. Nếu bạn thích sự ổn định, sự hài hòa giữa phần cứng và phần mềm, camera thì cứ Iphone mà quất. Còn thích chụp hình đẹp thì P30 pro, Samsung sẽ là lựa chọn thứ 3",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Con note9 giờ giá rẻ nên mua... Còn ip8 đời cũ mua làm gì,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"@Khiem Nguyen: Bạn không cần tư vấn điện thoại khác, không có ai thoát khỏi được ios đâu và nếu phải chọn thà iphone 5C chứ không thể note 9 hay note 100!",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Bạn không nói rõ nhu cầu thì thật khó để tư vấn.nhưng 1 khi đã thích và thu nhập cho phép thì cứ mua thôi sao phải hỏi ai nữa? Còn với số tiền 17 triệu thì tôi làm việc khác có ích hơn là mua 1 cái điện thoại.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Đúng rồi, với 17tr bạn có thể mua cái... wave xịn và khi cần gặp ai bạn xách xe chạy tới tìm khỏi gọi điện thoại!!",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,=)).. Người ta đã dùng 1 số tiền khác để tạo ra 17tr đó và bây giờ người ta muốn sử dụng nó vào mục đích mua điện thoại phục vụ nhu cầu cá nhân thì chắc không có ích à bạn?,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,bác nên thêm ít tiền mua IP X luôn,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Mua X cũng mất thêm 3tr so với 8+ rồi. Bạn thêm chút mua luôn XS. Thêm tý nữa mua hẳn SX Max. Chứ bây giờ dùng 8+ cũng không sang tý nào vì máy đó đã ra lâu quá rồi hình thức không thời thượng.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Chỉ vì iphone x giống với xsmax và xs nên nhiều người thích khoe mua thôi chứ xét về độ tiện ích và cảm giác , pin trâu này nọ thì iphone x là ko nên giá lại cao hơn nữa",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Sao ko mua xr với giá đó nhỉ?,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Mua Xr thà mua X còn hơn. Xr xấu tệ hại, nhưng nếu mua về để cày game thì chắc là ổn nhất =)))",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Nếu bạn mua 1 con ip8 or 8+ 256gb, ngoài chuyện bạn chán cũ đổi mới, rơi mất.....thì đủ đảm bảo các nhu cầu của bạn trong 5 năm tới",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"5 năm??? Thần thánh iphone quá vậy =))). 6 cách 8+ 3 đời là 3 năm, trừ thêm 2 năm nữa là đời ip5, bạn kia xài 6 đã yếu rồi, ý bạn là ip5 mạnh hơn ip6 =))). 8+ xài ổn 3 năm nữa t còn nghe đc =)))",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Nên nha bạn gì chứ 8 plus xài 2 3 năm nữa vẫn phà phà và không lo giật lag mấy con như iphone 6 ,6s vẫn chạy bình thường thì 8 plus là quá dư r",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Không nên mua nhen chú. Ráng thêm chút tiền nữa mua iPhone X.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Vote XR,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"mua gấp , chậm tay nó lên giá lại đó",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Nên quá...,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Nên mua nhé bạn, iphone dùng thì khỏi phải chê. Mỗi cái pin hơi thấp xíu",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Mua iphone X đi bạn vì thiết kế của iphone từ 6 đến 8 nó cũ quá rồi. Mua X cho nó thay đổi để giống xs, xs max. Mua 8 sẽ bị lỗi mốt nhanh hơn.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Mình vừa chuyển từ 6s+ sang xr, giá cũng tầm 17 tr, dùng ổn bạn ạ, lại được 2 sim nữa, màn hình tràn viền, b thử nghiên cứu xem",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Một số nhà mạng đã hỗ trợ eSim mua 2 sim vật lý làm gì. Nên mua luôn và ngay vì cuộc chiến thương mại Mỹ vs TQ làm giá iPhone tăng bất cứ lúc nào để bù lại -11% giá trị cổ phiếu của Apple vừa tụt.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Nếu bạn đang xài 6 thì cứ giữ lại mà xài, lên 8 nhanh hơn tẹo thôi.Còn về chuyện lên X thì đừng lên, tốn tiền mà trải nghiệm vẫn vậy",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Thêm một chút mua XS Max nè em. Em dùng Iphone thì em biết nó thế nào rồi, chốt hạ luôn em.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Nên mua 8+. Cấu hình cao. Pin trâu. Trải nghiệm cực ngon. Nếu mà chơi game thì vô đối. Trước t dùng ip X nhưng giờ chuyển qua 8+ dùng. Cực ổn định!,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Không biết bạn mua ở đâu được giá 17 triệu? Mình xem trên mấy cửa hàng vẫn 20,9 triệu đã kèm KM? Nếu hàng ngoài thì không nên mua bạn!",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Một chữ. không,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Đến thời điểm hiện tại mình thấy iPhone 8 plus vẫn quá đủ cho các nhu cầu giải trí hằng ngày.Nếu bạn thích thì cứ quyết định.Nếu có điều kiện lên thẳng XS Max, yên tâm luôn",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,17tr 8plus là quá ngon em ạ,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Thời sv mình ao ước có ip để bằng bạn bằng bè, giờ có số tiền đó mình sẽ thuê người làm còn giữ đc sức có khi sống đc thêm vài năm",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Giá đó bác mua iphone Xr sẽ tốt hơn, vì Xr kiểu tai thỏ mới lâu lỗi thời hơn 8, pin trâu hơn, chip A12 mạnh hơn.",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Mình đang xài 1 cái 8plus, một cái Huawei P30 pro và một cái note 9 bản 128gb. Nếu bạn thích sự ổn định, sự hài hòa giữa phần cứng và phần mềm, camera thì cứ Iphone mà quất. Còn thích chụp hình đẹp thì P30 pro, Samsung sẽ là lựa chọn thứ 3",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Con note9 giờ giá rẻ nên mua... Còn ip8 đời cũ mua làm gì,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"@Khiem Nguyen: Bạn không cần tư vấn điện thoại khác, không có ai thoát khỏi được ios đâu và nếu phải chọn thà iphone 5C chứ không thể note 9 hay note 100!",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,Bạn không nói rõ nhu cầu thì thật khó để tư vấn.nhưng 1 khi đã thích và thu nhập cho phép thì cứ mua thôi sao phải hỏi ai nữa? Còn với số tiền 17 triệu thì tôi làm việc khác có ích hơn là mua 1 cái điện thoại.,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,"Đúng rồi, với 17tr bạn có thể mua cái... wave xịn và khi cần gặp ai bạn xách xe chạy tới tìm khỏi gọi điện thoại!!",AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
,=)).. Người ta đã dùng 1 số tiền khác để tạo ra 17tr đó và bây giờ người ta muốn sử dụng nó vào mục đích mua điện thoại phục vụ nhu cầu cá nhân thì chắc không có ích à bạn?,AppleiPhone8,"<h1 class=""title_news_detail mb10"">
Bây giờ còn nên mua iPhone 8 Plus không? </h1>",https://vnexpress.net/so-hoa/bay-gio-con-nen-mua-iphone-8-plus-khong-3923957.html
